user_id,order_id,order_value,product_id
10284,53834,250,2120
10284,54143,250,77802
10284,54143,250,3134
10284,54143,250,2120
10284,54840,0,NULL
10284,55282,0,3134
10284,55282,0,77802
10284,55282,0,2120
10284,55316,250,3134
10284,55316,250,77802
10284,55316,250,2120
10284,55358,400,3134
10284,55358,400,77802
10284,55358,400,2120
10284,61035,0,NULL
10284,64847,0,78104
10284,64847,0,77875
10284,67552,430,3134
10284,67552,430,77802
10284,67552,430,2120
10284,67552,430,78186
10284,68688,280,2121
10284,68688,280,77802
10284,68688,280,2120
10284,82026,0,78072
10284,82026,0,77875
10284,82026,0,78259
18238,40775,660,77781
25232,54307,400,2117
29811,NULL,NULL,NULL
34961,75640,0,72
34961,75640,0,106
34961,75668,0,24
34961,75668,0,67
34961,75668,0,63
34961,75668,0,207
25399,54640,250,78055
30745,65584,700,78102
30745,65584,700,77873
30745,65584,700,77898
30745,65584,700,3144
30745,65584,700,78032
30745,82014,430,78182
30745,82256,630,78098
30745,82263,280,78098
35243,76290,430,77970
35243,76418,0,77970
2033,12856,180,77789
2033,12856,180,77845
20335,44403,250,77784
4635,17261,250,77862
5430,18666,180,77911
38700,84335,280,3144
17680,39797,660,77780
5303,NULL,NULL,NULL
7731,23338,250,77911
30172,64244,0,76
30172,64244,0,28
30172,64244,0,33
30172,64244,0,85
5669,19093,250,2117
5669,19110,250,2116
5669,48759,600,78091
3318,15061,250,3144
22821,49493,0,24
22821,49493,0,67
22821,49493,0,1
22821,49493,0,66
22821,49493,0,6
418,10634,180,2117
418,11453,180,2110
418,14045,250,2117
418,18479,250,2117
418,18486,250,2117
418,26552,400,2117
418,34020,250,2120
418,34384,0,NULL
418,34432,250,2120
473,NULL,NULL,NULL
31776,68154,330,78088
31776,68154,330,3141
21117,NULL,NULL,NULL
26977,57750,0,78127
15112,35235,600,77931
38100,82992,710,78115
26884,57547,600,2117
23065,NULL,NULL,NULL
32739,70482,280,78138
30166,64226,0,24
30166,64226,0,6
30166,64226,0,4
30166,64226,0,5
30166,64226,0,12
30166,65729,50,6
12680,30772,600,77785
12680,45920,250,78056
12680,45923,250,78119
12680,46482,300,78119
12680,46482,300,77901
12680,46482,300,78080
18096,40496,180,78067
18096,40496,180,78101
18096,43059,220,77850
18096,43059,220,3138
18096,43059,220,77789
18096,76279,400,77930
18096,76279,400,77925
18096,76279,400,77849
18096,76279,400,77845
18096,78933,210,77955
18096,80956,330,77955
22109,48175,150,78102
22109,56696,0,NULL
22109,56790,50,14
22109,70168,150,3144
29393,62589,250,77816
8456,24128,0,1
8456,24128,0,6
8456,24128,0,9
8456,24128,0,4
8456,24128,0,14
31905,68456,50,63
12677,30770,0,28
12677,30770,0,1
12677,30770,0,4
12677,30838,0,28
12677,30838,0,1
12677,30838,0,4
12677,30838,0,11
12677,31690,0,28
12677,31690,0,4
12677,31690,0,11
12677,31690,0,1
12677,31690,0,21
19878,43572,290,77825
36012,78141,340,77792
36012,78141,340,2121
36012,78141,340,2120
36012,78141,340,2117
13085,31463,250,2117
13085,31463,250,2119
13085,32925,250,2117
13085,32925,250,2119
13085,39601,180,2117
13085,39601,180,2119
13085,40076,180,2110
13085,40500,150,2117
30293,64587,0,93
30293,64587,0,8
30293,64587,0,24
30293,64587,0,67
30293,64587,0,71
16354,37440,400,2117
16354,37440,400,2119
16354,37495,400,2117
16354,40674,400,2117
1580,12236,180,2116
4811,17531,250,NULL
24742,53407,0,24
24742,53407,0,13
24742,53407,0,3
24742,53407,0,4
24742,53407,0,67
24742,53415,0,24
24742,53415,0,13
24742,53415,0,3
24742,53415,0,4
24742,53415,0,67
24742,53430,0,67
24742,53430,0,24
24742,53430,0,13
24742,53430,0,4
24742,53430,0,3
24742,53706,0,67
24742,53706,0,24
24742,53706,0,4
11838,29516,250,77799
12035,29857,0,27
12035,29857,0,24
12035,29857,0,21
12035,29857,0,3
12035,29857,0,28
21851,NULL,NULL,NULL
9381,25235,0,4
9381,25235,0,21
9381,25235,0,9
9381,25235,0,14
9381,25235,0,1
3178,14830,250,3144
3178,14830,250,77851
12634,NULL,NULL,NULL
34610,74742,630,78040
16194,37139,150,3138
16194,37239,150,77851
16194,38240,0,NULL
4031,16218,250,NULL
4031,19271,250,2118
4031,19550,250,3134
4031,19550,250,2118
4031,38689,150,3134
4031,84146,280,77946
37393,81597,280,2116
33954,73308,0,71
33954,73308,0,98
33954,73308,0,87
33954,73308,0,97
33954,73308,0,213
32348,69494,280,2120
19706,43274,250,78072
34294,74072,280,2114
34294,74542,630,2114
20501,NULL,NULL,NULL
31165,66589,280,78143
6726,40706,220,77780
6726,40738,220,77780
6726,42196,50,16
34772,75129,0,2115
34772,75129,0,77809
18494,41220,0,34
18494,41220,0,30
18494,41220,0,68
18494,41220,0,33
18494,41430,0,NULL
18494,41445,0,NULL
18494,41450,0,68
18494,41450,0,33
18494,41450,0,30
18494,41450,0,34
18494,41455,0,33
18494,41455,0,34
18494,41455,0,29
18494,41455,0,30
18494,41455,0,68
18494,41464,0,33
18494,41464,0,34
18494,41464,0,29
18494,41464,0,30
18494,41464,0,68
18494,57343,0,NULL
18494,62538,0,24
18494,62538,0,2
18494,62538,0,4
18494,62575,0,24
18494,62575,0,2
18494,62575,0,4
18494,62583,0,85
18494,62583,0,93
18494,62583,0,88
18494,62583,0,24
18494,62583,0,4
18494,64342,50,88
18494,64373,50,88
18494,64381,0,88
18494,74918,0,NULL
14788,34605,400,77938
29221,62196,0,4
29221,62196,0,24
29221,62196,0,97
29221,62196,0,72
2040,12861,180,2114
2040,12861,180,2117
14042,33120,600,77782
10742,27637,400,2120
12945,31214,600,77955
28121,68420,280,2111
28121,68421,0,2111
28121,76621,340,2111
28121,76621,340,2117
28121,76621,340,77846
28121,76703,210,2117
28121,76703,210,2111
28401,60413,0,77995
1186,11631,180,77790
1714,12413,180,1111
1714,25672,0,NULL
1714,27576,250,77938
14692,34422,250,77780
14692,34425,250,77797
324,10469,180,77792
7075,21886,180,1121
36034,78193,0,NULL
16432,37618,250,78049
16432,37618,250,77937
35827,NULL,NULL,NULL
11919,29640,0,1
11919,29640,0,7
11919,29640,0,28
11919,29640,0,11
8688,NULL,NULL,NULL
11227,28478,400,77862
11227,28635,250,77862
2810,NULL,NULL,NULL
18387,41026,0,14
37614,82104,0,NULL
10152,26563,250,77780
33395,71973,0,215
33395,71973,0,213
33395,71973,0,24
33395,71973,0,97
33395,71973,0,14
33395,71980,0,215
33395,71980,0,213
33395,71980,0,97
15023,35043,250,77851
15023,35043,250,3144
13957,32984,400,3134
13277,31775,180,77864
7599,NULL,NULL,NULL
31498,67425,210,2117
19283,NULL,NULL,NULL
27679,59011,0,NULL
29582,62970,450,78092
29582,63017,150,77938
6851,NULL,NULL,NULL
23850,54717,250,77845
23850,54717,250,77844
23850,56263,0,NULL
33107,71335,280,77845
21007,45918,290,78032
21007,45918,290,77933
21007,45918,290,77816
21007,45918,290,77880
21007,45918,290,77879
21007,45918,290,77881
21007,45921,550,78032
21007,45921,550,77933
21007,45921,550,77816
21007,45921,550,77931
21007,45921,550,77817
21007,60014,0,NULL
21007,60096,300,78003
15865,56621,250,2120
34241,73985,280,1121
14888,34814,250,1111
14888,34974,250,3138
14888,35002,250,3138
14888,36024,180,3138
14888,51162,0,NULL
14888,52312,180,77848
22384,48686,150,77888
7065,21860,400,77811
7065,25370,250,77938
420,10636,180,3138
25186,54212,250,78097
35030,75700,630,77899
31447,67286,0,NULL
31447,67362,360,3140
4753,21388,150,3134
4753,21914,150,3134
4753,61053,0,NULL
6370,20413,250,77932
6370,20763,600,77932
33549,72338,330,77819
33549,78545,210,2120
33549,78552,210,2120
33549,78835,0,NULL
33549,81956,210,78058
17950,40304,0,24
17950,40304,0,4
17950,40304,0,21
19652,43260,0,43
19652,43260,0,24
19652,43260,0,14
19652,43260,0,4
19652,43260,0,86
33518,72280,0,2114
31887,68416,280,77900
1633,12326,180,77793
1633,12971,180,3144
1633,13151,180,77876
34380,74223,280,3134
34380,74223,280,77802
34380,82721,500,77915
34380,82721,500,2113
34380,82721,500,78195
34380,82721,500,77802
34380,82748,430,3134
34380,82748,430,77802
34380,82748,430,2120
34380,82748,430,78195
34380,82763,570,3134
34380,82763,570,77802
34380,82763,570,2120
34380,82763,570,77913
34380,82763,570,78096
34380,82763,570,77846
34380,82948,400,77781
34380,82948,400,77846
34380,82948,400,78197
34380,82988,630,77959
34380,82988,630,77866
34380,82988,630,77869
34380,82989,630,77959
34380,82989,630,77866
34380,82989,630,77869
37008,NULL,NULL,NULL
23387,50708,0,21
23387,56536,0,87
23387,56536,0,67
23387,56536,0,28
23387,56536,0,85
23387,56536,0,12
23387,59724,50,87
9577,25615,0,21
9577,25615,0,1
9577,25615,0,5
9577,25615,0,3
9577,25615,0,6
9577,25681,0,5
9577,25681,0,3
9577,25681,0,6
9577,25681,0,1
9577,25681,0,12
17751,NULL,NULL,NULL
4781,17470,250,77938
4781,17614,250,77938
16948,38509,250,77946
16948,62546,400,78125
16948,62547,400,78125
16948,64165,250,78125
16948,64166,250,78125
140,239,180,77816
140,239,180,77815
17919,NULL,NULL,NULL
2337,NULL,NULL,NULL
2623,13839,250,77787
2623,13839,250,1121
411,10622,180,2121
9513,25486,450,78058
7625,NULL,NULL,NULL
25320,54493,50,74
25320,55398,50,76
25320,55399,50,76
5953,19648,250,77781
5953,19648,250,77797
5953,19674,250,77797
5953,19676,250,77797
5953,19676,250,3134
5953,19676,250,2120
5953,21636,250,77930
5953,21655,0,NULL
5953,21657,250,77930
5953,21657,250,77925
5953,21657,250,77849
5953,21657,250,77845
5953,21669,0,NULL
31333,NULL,NULL,NULL
13031,31367,250,2117
13031,33015,180,2117
13031,49680,150,77877
13031,70427,150,78058
18039,40414,0,NULL
9773,25933,0,6
9773,25933,0,9
9773,25933,0,4
9773,25933,0,14
9773,26906,0,NULL
22448,48802,0,76
2334,13329,250,2110
6478,20618,400,2117
6478,79140,280,78055
6478,82329,280,2121
6478,82329,280,77802
6478,82678,280,78055
6478,82777,430,2121
6478,82777,430,77802
15547,35992,0,21
15547,35992,0,13
15547,35992,0,33
15547,35992,0,3
15547,35992,0,24
15547,36924,50,24
34048,73519,280,77937
28967,NULL,NULL,NULL
1247,NULL,NULL,NULL
37361,81517,280,77851
37361,81517,280,1121
31521,67491,430,3144
31521,77625,280,1121
31521,77626,280,1121
31521,77767,430,1121
34429,74325,280,1121
23901,51746,600,77892
5607,18983,250,3134
5607,18983,250,2113
5607,18983,250,2111
5607,18983,250,77904
5607,18983,250,77802
5607,18983,250,77806
3059,NULL,NULL,NULL
24713,53355,150,77959
25119,54076,150,78044
5039,18014,180,77784
5039,18014,180,77783
5039,22203,0,NULL
5039,22431,180,78041
5039,78205,210,78135
5039,78205,210,78246
23373,50678,250,77784
23373,50902,300,77933
23373,50902,300,77868
23373,50970,300,77933
23373,50970,300,77869
23373,50970,300,77931
23373,50970,300,77817
23373,60728,0,NULL
23373,83082,560,77817
23373,83082,560,78118
23373,83088,480,77933
15451,35836,250,77955
15451,35836,250,1121
31625,67792,50,74
157,10238,180,77782
157,12903,180,77862
157,13343,250,77780
157,14910,250,77783
157,15214,250,77815
157,15214,250,77816
157,15548,250,2110
157,15548,250,3137
157,15823,250,77882
157,16126,250,77872
157,16126,250,77851
157,16126,250,77873
157,16126,250,77849
157,16126,250,3144
157,16244,250,NULL
157,17648,250,77901
157,18645,250,77834
157,19976,180,2121
157,20148,450,77784
157,20338,50,77979
157,20444,300,3145
157,20997,450,77780
157,21165,150,2110
157,23164,450,77931
157,23234,0,NULL
157,23436,180,2117
157,23449,0,2110
157,23451,0,77931
157,23454,0,3134
157,23457,0,1121
157,23458,0,77814
157,23459,0,2117
157,23504,0,NULL
157,23552,0,2121
157,23552,0,2113
157,24029,0,1
157,25404,180,1110
157,25404,180,3
157,27986,0,1
157,35636,0,NULL
157,39150,0,NULL
157,42616,450,77791
157,43176,400,78092
157,43176,400,78098
157,43236,0,NULL
157,45559,150,78095
