user_id,gender,log_in_count,fraud,source,state
191,female,1,0,twitter,NY
192,female,1,0,ig,CA
193,male,1,0,fb,NY
194,male,1,0,fb,CA
195,male,1,0,seo,NY
196,male,4,0,fb,FL
197,male,6,0,fb,NY
198,female,1,0,seo,CA
199,female,1,0,seo,NY
200,male,1,0,twitter,CA
201,male,2,0,seo,TX
202,male,5,0,twitter,MO
203,female,4,0,seo,FL
204,male,3,0,seo,NY
205,female,2,0,seo,TX
206,male,5,0,seo,WY
207,male,7,0,seo,ME
208,male,3,0,twitter,NY
209,male,2,0,seo,TX
210,male,4,0,fb,FL
211,male,1,0,seo,OR
212,male,28,0,ig,NY
213,male,2,0,ig,TX
214,male,4,0,seo,FL
215,male,2,0,twitter,TX
216,male,2,0,fb,TX
217,male,1,0,ig,NY
218,male,1,0,seo,CA
219,male,5,0,twitter,MO
220,male,61,0,ig,VA
221,female,6,0,ig,NY
222,female,2,0,ig,TX
223,male,1,0,ig,NY
224,male,2,0,twitter,TX
225,male,7,0,ig,ME
226,female,3,0,seo,NY
227,female,1,0,twitter,CA
228,male,3,0,fb,NY
229,male,1,0,seo,NY
230,male,10,0,seo,NY
231,male,1,0,seo,CA
232,male,7,0,twitter,ME
233,female,1,0,ig,NY
234,female,1,0,seo,CA
235,male,1,0,fb,NY
236,male,3,0,seo,NY
237,female,4,0,seo,DE
238,male,2,0,seo,TX
239,female,1,0,seo,CA
240,male,4,0,seo,FL
241,female,3,0,twitter,NY
242,male,3,0,seo,NY
243,male,55,0,twitter,NY
244,male,3,0,seo,NY
245,male,2,0,twitter,TX
246,male,1,0,twitter,NY
247,male,2,0,twitter,TX
248,female,1,0,ig,CA
249,female,1,0,twitter,NY
250,male,2,0,seo,TX
251,male,2,0,ig,TX
252,male,4,0,twitter,FL
253,female,2,0,seo,TX
254,female,2,0,seo,TX
255,male,2,0,twitter,TX
256,male,1,0,ig,CA
257,male,1,0,twitter,NY
258,female,15,0,twitter,FL
259,male,1,0,ig,CA
260,male,0,0,seo,LA
261,male,20,0,ig,NY
262,male,1,0,fb,NY
263,male,10,0,ig,NY
264,male,2,0,seo,TX
265,male,12,0,ig,NY
266,male,2,0,seo,TX
267,male,1,0,fb,CA
268,male,4,0,fb,FL
269,male,8,0,seo,CA
270,male,2,0,seo,TX
271,female,8,0,twitter,CA
272,female,2,0,fb,TX
273,female,3,0,ig,NY
274,female,1,0,fb,NY
275,female,7,0,seo,ME
276,female,2,0,ig,TX
277,female,2,0,seo,TX
278,female,1,0,seo,CA
279,female,1,0,fb,NY
280,female,2,0,seo,TX
281,male,2,0,ig,TX
282,male,2,0,twitter,TX
283,male,1,0,seo,CA
284,male,12,0,seo,NY
285,male,1,0,fb,NY
286,female,1,0,seo,CA
287,female,1,0,twitter,NY
288,male,1,0,ig,CA
289,male,1,0,ig,NY
290,male,2,0,twitter,TX
291,male,1,0,ig,CA
292,male,5,0,seo,MO
293,male,4,0,ig,FL
294,male,2,0,twitter,TX
295,male,3,0,ig,NY
296,male,1,0,fb,NY
297,male,5,0,ig,MO
298,male,6,0,seo,NY
299,male,2,0,twitter,TX
300,male,2,0,fb,TX
301,female,5,0,twitter,MO
302,female,1,0,fb,CA
303,female,1,0,seo,NY
304,female,16,0,twitter,NY
305,female,3,0,seo,NY
306,female,1,0,twitter,CA
307,female,12,1,ig,NY
308,female,1,0,ig,NY
309,female,2,0,fb,TX
310,female,7,0,seo,ME
311,male,2,0,ig,TX
312,male,7,0,seo,ME
313,male,2,0,seo,TX
314,male,1,0,seo,CA
315,male,9,0,seo,CA
316,female,1,0,seo,NY
317,female,5,0,seo,MO
318,male,1,0,ig,CA
319,male,4,0,seo,FL
320,male,1,0,seo,NY
321,male,1,0,seo,CA
322,male,1,0,fb,NY
323,male,1,0,seo,CA
324,male,1,0,fb,NY
325,male,3,0,seo,NY
326,male,3,0,fb,NY
327,male,3,0,ig,NY
328,male,1,0,ig,CA
329,male,1,0,twitter,NY
330,male,2,0,twitter,TX
331,male,1,0,seo,CA
332,female,10,0,ig,NY
333,female,8,0,twitter,CA
334,female,1,0,fb,NY
335,female,4,0,ig,FL
336,female,32,0,fb,GA
337,female,11,0,ig,KS
338,female,1,0,seo,CA
339,female,5,0,fb,MO
340,female,4,0,ig,FL
341,female,5,0,ig,MO
342,female,3,0,fb,NY
343,female,1,0,seo,NY
344,male,3,0,ig,NY
345,male,1,0,twitter,CA
346,male,1,0,twitter,NY
347,male,2,0,ig,TX
348,male,1,0,seo,CA
349,female,13,0,seo,SD
350,male,1,0,fb,NY
351,female,3,0,seo,NY
352,female,1,0,seo,CA
353,male,1,0,seo,NY
354,male,1,0,fb,CA
355,male,1,0,ig,NY
356,male,1,0,seo,CA
357,male,1,0,fb,NY
358,female,3,0,ig,AZ
359,male,23,0,ig,NY
360,male,1,0,ig,CA
361,male,1,0,fb,NM
362,male,1,0,seo,NM
363,male,2,0,seo,TX
364,male,1,0,ig,NM
365,male,2,0,twitter,TX
366,male,1,0,twitter,NM
367,female,1,0,ig,NM
368,female,4,0,ig,FL
369,female,1,0,seo,NM
370,female,1,0,seo,NM
371,female,1,0,ig,NM
372,female,1,0,ig,NM
373,female,7,0,fb,ME
374,female,2,0,seo,TX
375,female,5,0,ig,AR
376,female,6,0,ig,NY
377,female,6,0,twitter,NY
378,male,2,0,fb,TX
379,male,1,0,twitter,NM
380,male,5,0,seo,MO
381,male,3,0,seo,NY
382,male,2,0,seo,TX
383,female,2,0,fb,TX
384,female,1,0,seo,NV
385,male,1,0,ig,NV
386,male,5,0,seo,WY
387,male,4,0,ig,FL
388,male,1,0,twitter,NV
389,male,1,0,seo,NV
390,male,1,0,seo,NV
391,male,1,0,fb,NV
392,male,5,0,ig,MO
393,male,1,0,ig,NV
394,male,4,0,ig,FL
395,male,1,0,ig,NV
396,male,10,0,ig,NY
397,male,4,0,ig,FL
398,male,4,0,ig,FL
399,female,1,0,seo,NV
400,female,1,0,ig,NV
401,female,3,0,fb,CA
402,female,13,0,seo,NY
403,female,1,0,ig,NV
404,female,1,0,seo,NV
405,female,14,0,twitter,NY
406,female,4,0,ig,FL
407,female,34,0,seo,NY
408,female,6,0,seo,NY
409,female,1,0,seo,NV
410,male,1,0,twitter,NV
411,male,1,0,seo,NV
412,male,1,0,seo,NV
413,male,2,0,seo,TX
414,male,19,0,seo,NY
415,male,1,0,seo,OR
416,male,1,0,twitter,NV
417,male,1,0,seo,NV
418,male,14,0,fb,NY
419,male,1,0,fb,NV
420,male,1,0,twitter,NV
421,male,2,0,fb,TX
422,male,1,0,twitter,NV
423,male,1,0,ig,NV
424,male,6,0,twitter,NY
425,male,3,0,twitter,NY
426,male,1,0,ig,NY
427,male,5,0,seo,MO
428,male,4,0,seo,FL
429,male,1,0,seo,NY
430,male,106,0,twitter,IL
431,male,5,0,twitter,MO
432,male,1,0,seo,NY
433,male,10,0,ig,CA
434,male,3,0,twitter,NY
435,male,3,0,seo,NY
436,male,7,0,seo,ME
437,male,2,0,seo,TX
438,male,1,0,fb,NY
439,male,3,0,fb,NY
440,male,1,0,seo,NY
441,male,1,0,fb,NY
442,male,2,0,fb,TX
443,female,19,0,twitter,CO
444,male,1,0,twitter,NY
445,male,1,0,seo,NY
446,male,3,0,seo,NY
447,male,1,0,seo,NY
448,male,7,0,fb,ME
449,male,8,0,seo,LA
450,male,1,0,ig,AK
451,male,1,0,twitter,AZ
452,male,191,0,seo,AZ
453,male,1,0,twitter,GA
454,male,1,0,seo,CA
455,male,18,0,seo,CO
456,male,4,0,twitter,CT
457,male,2,0,ig,DE
458,male,4,0,twitter,FL
459,male,2,0,twitter,FL
460,male,1,0,fb,GA
461,male,1,0,twitter,HI
462,male,1,0,twitter,ID
463,male,2,0,twitter,IL
464,male,47,0,ig,NY
465,male,3,0,seo,IN
466,male,1,0,seo,IA
467,male,1,0,twitter,KS
468,male,1,0,ig,KY
469,male,2,0,seo,LA
470,male,2,0,twitter,ME
471,male,1,0,seo,MD
472,male,1,0,twitter,MA
473,male,1,0,seo,MI
474,male,13,0,fb,UT
475,male,4,0,ig,MN
476,male,1,0,seo,MS
477,male,31,0,twitter,MO
478,male,1,0,ig,MT
479,male,1,0,fb,NE
480,male,1,0,fb,NV
481,male,5,0,seo,NH
482,male,13,0,fb,VT
483,male,1,0,ig,NJ
484,male,10,0,ig,NM
485,male,1,0,fb,NY
486,male,6,0,ig,NC
487,male,2,0,twitter,ND
488,female,12,0,seo,CT
489,male,3,0,fb,OH
490,male,1,0,seo,OK
491,male,3,0,seo,OR
492,male,7,0,fb,NY
493,male,14,0,fb,PA
494,male,4,0,ig,RI
495,male,113,0,seo,SC
496,male,2,0,seo,SD
497,male,1,0,twitter,TN
498,male,1,0,seo,TX
499,male,1,0,seo,UT
500,male,3,0,fb,VT
501,male,1,0,seo,VA
502,male,9,0,fb,WA
503,male,4,0,ig,WV
504,male,1,0,fb,WI
505,male,1,0,twitter,WY
506,male,6,0,seo,DC
507,male,1,0,twitter,NY
508,male,3,0,seo,NY
509,male,1,0,ig,NY
510,male,3,0,twitter,NY
511,male,2,0,ig,TX
512,male,4,0,seo,MN
513,male,1,0,seo,NY
514,male,10,0,fb,NY
515,male,18,0,fb,NE
516,male,1,0,seo,NY
517,male,2,0,twitter,TX
518,male,2,0,fb,TX
519,male,1,0,seo,NY
520,male,2,0,fb,TX
521,male,1,0,twitter,NY
522,male,4,0,seo,FL
523,male,1,0,twitter,NY
524,male,1,0,seo,NY
525,male,6,0,ig,NY
526,male,42,0,ig,NY
527,male,2,0,seo,UT
528,male,18,1,seo,NV
529,male,1,0,seo,NY
530,male,30,0,seo,NY
531,male,1,0,ig,NY
532,male,1,0,seo,NY
533,male,3,0,seo,NY
534,male,2,0,seo,UT
535,male,1,0,seo,NY
536,male,24,0,seo,NY
537,male,2,0,ig,UT
538,male,1,0,fb,NY
539,male,3,0,seo,NY
540,male,1,0,seo,NY
541,male,2,0,fb,UT
542,male,8,0,ig,CA
543,male,1,0,seo,NY
544,male,2,0,fb,UT
545,male,1,0,seo,NY
546,male,15,0,twitter,NY
547,male,1,0,fb,NY
548,male,2,0,ig,UT
549,male,9,0,fb,CA
550,male,1,0,ig,NY
551,male,2,0,fb,UT
552,male,20,0,ig,NY
553,male,5,0,fb,MO
554,male,2,0,fb,UT
555,male,1,0,seo,NY
556,male,3,0,seo,NY
557,male,3,0,fb,NY
558,male,1,0,seo,NY
559,male,1,0,seo,NY
560,male,1,0,seo,NY
561,male,1,0,fb,NY
562,male,1,0,twitter,NY
563,male,10,0,twitter,NY
564,male,3,0,ig,DE
565,male,1,0,seo,NY
566,male,7,0,ig,ME
567,male,20,0,twitter,NY
568,male,4,0,seo,FL
569,male,1,0,seo,NY
570,male,1,0,ig,NY
571,male,1,0,twitter,NY
572,male,1,0,ig,NY
573,male,1,0,seo,NY
574,male,1,0,ig,NY
575,male,1,0,seo,NY
576,male,10,0,ig,NY
577,male,1,0,seo,NY
578,male,1,0,seo,NY
579,male,2,0,twitter,UT
580,male,1,0,seo,NY
581,male,14,0,seo,NY
582,male,2,0,seo,UT
583,male,1,0,seo,NY
584,male,11,0,seo,NH
585,male,1,0,twitter,NY
586,male,1,0,seo,NY
587,male,14,0,twitter,NY
588,male,1,0,fb,NY
589,female,1,0,seo,ME
590,male,1,0,seo,NY
591,male,1,0,seo,NY
592,male,1,0,seo,NY
593,male,2,0,twitter,UT
594,male,1,0,seo,NY
595,male,1,0,ig,NY
596,male,2,0,seo,UT
597,male,1,0,fb,NY
598,male,2,0,ig,UT
599,male,4,0,seo,FL
600,male,2,0,ig,UT
601,male,1,0,fb,NY
602,male,1,0,fb,NY
603,male,4,0,seo,FL
604,male,2,0,fb,UT
605,male,4,0,fb,FL
606,male,1,0,seo,NY
607,male,1,0,ig,NY
608,male,1,0,seo,NY
609,male,1,0,twitter,NY
610,male,1,0,seo,NY
611,male,1,0,ig,NY
612,male,1,0,twitter,NY
613,male,4,0,twitter,FL
614,male,1,0,fb,NY
615,male,2,0,seo,UT
616,male,1,0,twitter,NY
617,male,1,0,seo,NY
618,male,3,0,fb,NY
619,male,5,0,twitter,MO
620,male,6,0,seo,NY
621,male,3,0,ig,NY
622,male,2,0,fb,UT
623,male,1,0,twitter,NY
624,male,4,0,twitter,FL
625,male,1,0,seo,NY
626,male,6,0,seo,NY
627,male,3,0,seo,NY
628,male,1,0,ig,NY
629,male,2,0,fb,UT
630,male,1,0,seo,NY
631,male,5,0,twitter,MO
632,male,1,0,twitter,NY
633,male,1,0,ig,NY
634,male,11,0,ig,AZ
635,male,14,0,twitter,NY
636,male,6,0,seo,NY
637,male,9,0,seo,CA
638,male,1,0,seo,NY
639,male,1,0,twitter,NY
640,male,1,0,seo,NY
641,male,1,0,fb,NY
642,male,2,0,fb,UT
643,female,77,0,fb,FL
644,male,2,0,ig,UT
645,male,14,0,ig,NY
646,male,1,0,fb,NY
647,male,1,0,twitter,NY
648,male,2,0,twitter,UT
649,male,1,0,seo,NY
650,male,2,0,twitter,UT
651,male,8,0,seo,CA
652,male,8,0,ig,CA
653,male,1,0,twitter,NY
654,male,1,0,ig,NY
655,male,1,0,ig,NY
656,male,3,0,ig,NY
657,male,3,0,ig,NY
658,male,1,0,ig,NY
659,male,1,0,ig,NY
660,male,1,0,ig,NY
661,male,1,0,fb,NY
662,male,11,0,ig,AR
663,male,4,0,fb,FL
664,male,1,0,seo,NY
665,male,1,0,fb,NY
666,male,3,0,fb,NY
667,male,2,0,seo,UT
668,male,7,0,seo,ME
669,male,6,0,seo,NY
670,male,9,0,twitter,CA
671,female,2,0,seo,GA
672,male,1,0,twitter,NY
673,male,2,0,seo,UT
674,male,1,0,fb,NY
675,female,8,0,twitter,HI
676,male,1,0,ig,NY
677,male,4,0,seo,FL
678,male,1,0,twitter,NY
679,male,6,0,fb,NY
680,male,2,0,seo,UT
681,male,8,0,fb,CA
682,male,1,0,fb,NY
683,male,1,0,twitter,NY
684,male,7,0,seo,ME
685,male,1,0,twitter,NY
686,male,1,0,twitter,NY
687,male,1,0,seo,NY
688,male,1,0,seo,NY
689,male,5,0,twitter,WY
690,male,1,0,seo,NY
691,male,1,0,ig,NY
692,male,1,0,fb,NY
693,male,17,0,ig,NY
694,male,1,0,ig,NY
695,male,1,0,ig,NY
696,male,1,0,fb,CA
697,male,1,0,seo,NY
698,male,3,0,seo,NY
699,male,3,0,ig,NY
700,male,6,0,twitter,NY
701,male,1,0,seo,NY
702,male,2,0,seo,UT
703,male,2,0,seo,UT
704,male,1,0,fb,NY
705,male,1,0,twitter,NY
706,male,2,0,seo,UT
707,male,3,0,fb,NY
708,male,1,0,ig,NY
709,male,1,0,seo,NY
710,male,2,0,fb,UT
711,male,1,0,fb,NY
712,male,3,0,fb,OH
713,female,3,0,seo,ID
714,male,1,0,seo,NY
715,male,1,0,seo,NY
716,male,10,0,fb,NY
717,male,1,0,seo,NY
718,male,1,0,seo,NY
719,male,5,0,ig,MO
720,male,5,0,fb,WY
721,male,7,0,seo,MI
722,male,1,0,twitter,NY
723,male,16,0,seo,NY
724,male,29,0,seo,NY
725,male,1,0,twitter,NY
726,male,2,0,twitter,UT
727,male,1,0,seo,NY
728,male,1,0,fb,NY
729,male,1,0,fb,NY
730,male,1,0,twitter,NY
731,male,1,0,fb,NY
732,male,2,0,seo,WV
733,male,1,0,fb,NY
734,male,3,0,ig,OH
735,male,4,0,seo,FL
736,male,2,0,ig,UT
737,male,2,0,seo,UT
738,male,2,0,seo,UT
739,male,1,0,fb,NY
740,male,5,0,ig,MO
741,male,2,0,seo,UT
742,male,1,0,seo,NY
743,male,1,0,seo,NY
744,male,4,0,ig,FL
745,male,1,0,ig,NY
746,male,1,0,twitter,NY
747,male,1,0,ig,NY
748,male,1,0,seo,NY
749,male,2,0,seo,UT
750,male,2,0,seo,UT
751,male,3,0,fb,OH
752,male,30,0,seo,NY
753,male,2,0,seo,NY
754,male,1,0,seo,NY
755,male,1,0,seo,NY
756,male,3,0,seo,OH
757,male,4,0,seo,FL
758,male,1,0,ig,NY
759,male,1,0,seo,NY
760,male,1,0,seo,NY
761,male,2,0,seo,UT
763,male,2,0,ig,UT
764,male,1,0,seo,NY
765,male,1,0,seo,NY
766,male,1,0,ig,NY
767,male,1,0,ig,NY
768,male,1,0,seo,NY
769,male,2,0,ig,UT
770,male,4,0,fb,FL
771,male,2,0,seo,UT
772,male,2,0,seo,UT
773,male,1,0,fb,CA
774,male,1,0,twitter,NY
775,female,1,0,seo,NY
776,female,1,0,fb,NY
777,male,1,0,seo,NY
778,male,1,0,fb,NY
779,male,5,0,ig,WY
780,male,2,0,twitter,UT
781,female,5,0,ig,MO
782,female,1,0,fb,NY
783,male,1,0,twitter,NY
784,male,1,0,twitter,NY
785,male,1,0,seo,NY
786,male,9,0,twitter,CA
787,male,1,0,fb,NY
788,male,1,0,seo,NY
789,female,1,0,twitter,NY
790,female,1,0,twitter,NY
791,male,2,0,twitter,UT
792,male,1,0,fb,NY
793,male,1,0,twitter,NY
794,female,1,0,twitter,NY
795,male,3,0,seo,NY
796,female,2,0,ig,UT
797,male,3,0,seo,OH
798,male,34,0,ig,NY
799,male,2,0,fb,UT
800,male,2,0,ig,UT
801,male,1,0,ig,NY
802,male,25,0,ig,NY
803,female,1,0,seo,NY
804,female,2,0,seo,UT
805,male,6,0,seo,NY
806,male,1,0,twitter,NY
807,male,1,0,seo,NY
808,female,1,0,seo,NY
809,female,1,0,ig,NY
810,male,8,0,fb,CA
811,male,15,0,fb,NY
812,male,1,0,twitter,NY
813,male,8,0,fb,CA
814,male,4,0,seo,FL
815,male,2,0,fb,UT
816,male,2,0,ig,UT
817,male,16,0,twitter,IA
818,male,11,0,fb,CA
819,male,26,0,seo,MS
820,male,5,0,ig,VT
821,male,1,0,twitter,AZ
822,male,3,0,twitter,AR
823,male,2,0,twitter,PA
824,male,3,0,ig,CO
825,male,9,0,ig,CA
826,male,18,0,ig,IL
827,male,2,0,twitter,CT
828,male,81,0,seo,MT
829,male,1,0,twitter,DE
830,male,1,0,twitter,FL
831,male,2,0,seo,GA
832,male,5,0,twitter,HI
833,male,1,0,seo,ID
834,male,1,0,ig,IL
835,male,2,0,seo,IN
836,male,5,0,seo,IA
837,male,1,0,fb,KS
838,male,2,0,twitter,KY
839,male,1,0,twitter,LA
840,male,1,0,seo,ME
841,male,1,0,twitter,MD
842,male,4,0,seo,MA
843,male,1,0,fb,MI
844,male,6,0,fb,MN
845,male,1,0,twitter,MS
846,male,5,0,seo,MO
847,male,23,0,seo,MT
848,female,18,0,twitter,IL
849,male,1,0,seo,NE
850,male,1,0,fb,NV
851,male,1,0,seo,NH
852,female,1,0,fb,NJ
853,female,1,0,seo,NM
854,male,2,0,ig,NY
855,male,1,0,seo,NC
856,male,1,0,seo,ND
857,female,1,0,fb,OH
858,female,7,0,twitter,OK
859,male,1,0,ig,OR
860,male,1,0,fb,PA
861,male,3,0,twitter,RI
862,male,1,0,twitter,SC
863,male,4,0,ig,SD
864,female,11,0,ig,TN
865,female,2,0,fb,TX
866,male,4,0,ig,UT
867,male,6,0,seo,VT
868,male,1,0,twitter,VA
870,female,1,0,seo,WA
871,male,7,0,twitter,MA
872,female,7,0,seo,WV
873,male,2,0,ig,WI
874,male,17,0,seo,NY
875,male,6,0,seo,WY
876,male,21,0,fb,DC
877,male,9,0,seo,CA
878,male,1,0,ig,NY
879,female,1,0,twitter,NY
881,female,1,0,seo,NY
882,male,12,0,twitter,NY
883,male,1,0,seo,NY
884,male,1,0,seo,NY
885,female,5,0,seo,MO
886,female,1,0,seo,NY
887,male,10,0,ig,NY
888,male,9,0,twitter,CA
889,male,2,0,seo,UT
890,male,1,0,twitter,NY
891,male,7,0,ig,MI
892,male,5,0,fb,MO
893,male,2,0,seo,UT
894,male,1,0,seo,NY
895,male,1,0,ig,NY
896,male,1,0,ig,NY
897,male,4,0,seo,FL
898,male,3,0,fb,OH
899,male,2,0,seo,UT
900,male,1,0,twitter,NY
901,female,1,0,twitter,NY
902,male,1,0,seo,NY
903,female,2,0,seo,UT
904,male,1,0,twitter,NY
905,male,1,0,seo,NY
906,male,3,0,seo,OH
907,male,1,0,seo,CA
908,female,1,0,twitter,NY
909,female,3,0,seo,OH
910,male,4,0,fb,FL
911,male,1,0,seo,NY
912,male,6,0,twitter,NY
913,male,3,0,twitter,NY
914,male,1,0,seo,NY
915,male,1,0,twitter,NY
916,female,1,0,fb,NY
917,female,1,0,ig,NY
918,male,1,0,seo,NY
919,male,1,0,fb,NY
920,male,1,0,fb,NY
921,female,34,0,twitter,NY
922,female,1,0,twitter,NY
923,male,6,0,fb,NY
924,male,1,0,seo,NY
925,male,1,0,seo,NY
926,male,55,0,ig,NY
927,male,1,0,ig,NY
928,female,3,0,fb,OH
929,female,1,0,fb,NY
930,male,1,0,twitter,NY
931,male,1,0,fb,NY
932,male,1,0,ig,NY
933,female,1,0,seo,NY
934,female,1,0,fb,NY
935,male,2,0,twitter,UT
936,male,1,0,fb,NY
937,male,1,0,seo,NY
938,male,1,0,twitter,NY
939,male,1,0,fb,NY
940,male,5,0,seo,MN
941,male,1,0,seo,NY
942,male,1,0,ig,NY
943,male,13,0,ig,NY
944,male,1,0,seo,NY
945,male,1,0,seo,NY
946,male,1,0,ig,NY
947,male,2,0,twitter,UT
948,male,1,0,seo,NY
949,male,1,0,twitter,NY
950,female,1,0,seo,NY
951,female,6,0,ig,NY
952,male,18,0,seo,IN
953,female,1,0,ig,NY
954,female,1,0,fb,NY
955,male,1,0,fb,CA
956,female,1,0,fb,NY
957,male,1,0,seo,NY
958,female,2,0,fb,UT
959,male,1,0,ig,CA
960,female,1,0,twitter,NY
961,female,2,0,seo,UT
962,female,1,0,ig,NY
963,female,3,0,seo,OH
964,male,1,0,fb,NY
965,male,4,0,twitter,FL
966,male,4,0,fb,FL
967,male,1,0,twitter,NY
968,male,2,0,twitter,UT
969,male,1,0,seo,NY
970,female,1,0,twitter,NY
971,female,1,0,ig,NY
972,male,2,0,seo,UT
973,male,7,0,twitter,MI
974,male,3,0,twitter,OH
975,male,4,0,seo,FL
976,male,2,0,seo,UT
977,male,2,0,ig,UT
978,male,1,0,seo,NY
979,male,1,0,twitter,NY
980,male,5,0,fb,MO
981,male,2,0,ig,UT
982,male,2,0,fb,UT
983,male,1,0,ig,NY
984,male,1,0,seo,NY
985,female,1,0,fb,NY
986,female,2,0,seo,UT
987,female,2,0,twitter,UT
988,female,1,0,seo,NY
989,female,1,0,seo,NY
990,female,1,0,twitter,NY
991,female,1,0,twitter,NY
992,female,1,0,ig,NY
993,female,1,0,seo,NY
994,female,1,0,seo,NY
995,male,1,0,ig,NY
996,male,1,0,seo,NY
997,male,1,0,seo,NY
998,male,1,0,fb,NY
999,male,1,0,fb,NY
1000,male,1,0,seo,NY
1001,female,4,0,ig,FL
1002,female,1,0,twitter,NY
1003,male,1,0,ig,CA
1004,male,1,0,fb,NY
1005,male,1,0,ig,NY
1006,male,2,0,fb,UT
1007,male,1,0,twitter,NY
1008,male,1,0,twitter,NY
1009,male,1,0,seo,NY
1010,male,5,0,seo,MO
1011,male,1,0,seo,NY
1012,male,3,0,ig,OK
1013,male,1,0,twitter,NY
1014,male,1,0,seo,NY
1015,male,7,0,twitter,MA
1016,male,7,0,ig,MI
1017,male,1,0,ig,NY
1018,female,2,0,fb,UT
1019,female,2,0,ig,UT
1020,female,8,0,twitter,CA
1021,female,19,0,seo,NY
1022,female,4,0,fb,IN
1023,female,1,0,seo,NY
1024,female,7,0,seo,MI
1025,female,1,0,seo,NY
1026,female,2,0,fb,UT
1027,female,5,0,ig,MO
1028,female,29,0,twitter,NY
1029,male,1,0,fb,NY
1030,male,1,0,fb,NY
1031,male,1,0,twitter,NY
1032,male,1,0,seo,NY
1033,male,1,0,seo,NY
1034,female,4,0,fb,FL
1035,female,4,0,twitter,FL
1036,male,1,0,seo,NY
1037,male,10,0,twitter,NY
1038,male,1,0,seo,NY
1039,male,2,0,ig,UT
1040,male,2,0,seo,UT
1041,male,1,0,twitter,NY
1042,male,1,0,ig,NY
1043,male,1,0,seo,NY
1044,male,1,0,fb,NY
1045,male,1,0,ig,NY
1046,male,1,0,seo,NY
1047,male,4,0,twitter,FL
1048,male,1,0,fb,NY
1049,male,1,0,seo,NY
1050,female,1,0,twitter,NY
1051,female,1,0,seo,NY
1052,female,1,0,twitter,NY
1053,female,7,0,seo,MI
1054,female,6,0,seo,NY
1055,female,1,0,fb,NY
1056,female,4,0,fb,FL
1057,female,1,0,seo,NY
1058,female,1,0,seo,NY
1059,female,2,0,fb,UT
1060,female,24,0,seo,NY
1061,female,1,0,seo,NY
1062,female,5,0,fb,MO
1063,female,2,0,twitter,UT
1064,female,1,0,seo,NY
1065,female,1,0,fb,NY
1066,female,1,0,fb,NY
1067,female,12,0,fb,NY
1068,female,1,0,seo,NY
1069,female,2,0,seo,UT
1070,female,1,0,fb,NY
1071,female,5,0,seo,MO
1072,female,1,0,seo,NY
1073,female,1,0,ig,NY
